WorkerId, Name, Role, SallaryPerHour, JoinDate, LeftDate, BirthDate, Email
15219,Jonathan Mckenzie,Curators,64.54,2021-05-14,2021-05-15,1998-03-05,Jonathan-Mckenzie264@gmail.com
15220,Gerald Carter,Exhibit Designer,40.05,2021-01-13,2021-11-24,1971-11-02,Gerald-Carter939@hotmail.com
15221,Greg Stone,Conservator,69.30,2013-12-30,2015-03-15,1972-02-24,GregStone306@outlook.com
15222,Russell Banks,Archivist,44.60,2006-04-22,2007-01-10,1984-05-19,Russell-Banks670@gmail.com
15223,Samuel Lopez,Educator/Guide,96.88,2012-03-29,2015-12-20,1982-06-27,SamuelLopez281@gmail.com
15224,Brian Burnett,Curators,51.47,2011-07-29,2021-01-02,1989-11-01,Brian-Burnett44@hotmail.com
15225,Rachel Salazar,Educator/Guide,54.83,2020-12-16,2021-12-10,1952-11-05,RachelSalazar613@hotmail.com
15226,Abigail Woodward,Exhibit Designer,105.34,2012-03-21,2017-08-12,1965-04-23,Abigail-Woodward216@gmail.com
15227,Lauren Armstrong,Educator/Guide,32.59,2014-01-23,2017-02-18,1982-03-17,Lauren_Armstrong554@gmail.com
15228,Tammy Miller,Conservator,75.71,2002-02-01,2010-11-30,1953-06-17,TammyMiller927@gmail.com
15229,Michael Lutz,Archivist,51.18,2008-06-26,2020-11-01,1958-12-25,MichaelLutz33@outlook.com
15230,Carolyn Smith,Manager,111.19,2022-04-12,2022-05-03,2000-05-03,CarolynSmith778@outlook.com
15231,Claire Skinner,Conservator,99.08,2010-09-12,2021-06-03,1957-09-25,ClaireSkinner675@gmail.com
15232,Theresa Lozano,Manager,82.04,2007-09-10,2008-07-06,1982-08-12,TheresaLozano442@gmail.com
15233,John Williams,Exhibit Designer,38.16,2014-09-25,2017-10-03,1988-09-07,JohnWilliams959@gmail.com
15234,Jasmine Ponce,Curators,42.95,2013-06-22,2019-06-18,1978-08-27,Jasmine_Ponce91@gmail.com
15235,Heather Douglas,Conservator,97.36,1996-10-29,2008-08-30,1974-08-16,Heather-Douglas362@gmail.com
15236,Kimberly Wilson,Conservator,88.20,1998-06-26,2008-01-13,1973-04-24,Kimberly_Wilson770@hotmail.com
15237,Monica Rogers,Guard,51.58,2005-09-11,2018-11-02,1981-01-09,Monica_Rogers683@gmail.com
15238,Brandon Singleton,Cleaner,100.65,1995-01-15,1999-10-10,1969-12-09,Brandon-Singleton264@hotmail.com
15239,Kristin Austin,Guard,66.85,1984-12-01,1992-06-23,1963-03-13,Kristin-Austin234@hotmail.com
15240,Amanda Brown,Cleaner,53.78,2014-05-17,2016-02-05,1973-01-03,Amanda-Brown51@walla.com
15241,Alexandria Hill,Curators,62.38,2018-05-01,2020-11-23,1989-06-09,AlexandriaHill200@gmail.com
15242,Mr. James Whitaker,Educator/Guide,81.08,2008-04-18,2022-01-18,1965-01-22,Mr.-James-Whitaker531@outlook.com
15243,Arthur Jackson,Educator/Guide,107.24,1992-08-28,2007-06-01,1966-05-02,Arthur-Jackson947@gmail.com
15244,Stephen Sims,Educator/Guide,85.89,2014-08-21,2021-06-30,1979-04-08,Stephen-Sims889@gmail.com
15245,Jessica Eaton,Manager,73.58,2005-01-16,2022-02-08,1969-03-29,JessicaEaton749@gmail.com
15246,Natalie Smith,Guard,65.22,2019-12-15,2020-04-25,1997-12-29,NatalieSmith990@gmail.com
15247,Christian Johnson,Registrar,34.15,2009-04-01,2013-10-19,1959-11-05,Christian-Johnson889@gmail.com
15248,Mary Walter,Registrar,84.38,2019-10-01,2020-09-09,1989-01-16,MaryWalter309@outlook.com
15249,Sarah Gutierrez,Exhibit Designer,69.36,2019-06-18,2021-11-08,1957-12-15,Sarah-Gutierrez216@hotmail.com
15250,Ian Ayers,Archivist,79.30,2020-08-20,2021-01-19,1999-07-15,IanAyers929@gmail.com
15251,Pamela Jackson,Guard,99.79,1983-09-14,1999-06-05,1960-05-08,PamelaJackson831@outlook.com
15252,Rachel Hanson,Conservator,47.57,2016-03-14,2020-11-25,1982-06-29,Rachel_Hanson348@gmail.com
15253,Edward Matthews,Guard,53.90,1996-06-30,2006-07-20,1965-12-06,Edward-Matthews558@gmail.com
15254,Susan Hubbard,Registrar,108.69,1992-02-04,2002-02-20,1971-01-13,Susan-Hubbard84@hotmail.com
15255,Dominique Harding,Cleaner,50.55,2020-10-31,2022-04-07,1988-03-26,Dominique_Harding911@gmail.com
15256,Tammy Robbins,Cleaner,82.05,2010-03-05,2010-11-02,1988-02-06,Tammy-Robbins988@gmail.com
15257,Thomas Hughes,Registrar,91.36,2014-10-03,2016-03-03,1986-05-03,Thomas_Hughes175@gmail.com
15258,Douglas Smith,Guard,40.55,1989-05-06,2011-11-05,1961-10-22,Douglas-Smith38@outlook.com
15259,Joseph Williams,Registrar,109.23,2015-06-01,2018-11-06,1958-11-27,JosephWilliams199@gmail.com
15260,Brenda Johnson,Archivist,111.82,2022-03-26,2022-05-04,2001-02-27,Brenda_Johnson984@gmail.com
15261,Sharon Kelly,Conservator,91.70,2009-03-19,2014-01-29,1969-05-04,Sharon-Kelly917@gmail.com
15262,Sean Williams,Conservator,40.61,2001-01-31,2018-08-12,1963-10-03,SeanWilliams285@gmail.com
15263,Traci Beck DDS,Exhibit Designer,40.59,2021-05-10,2022-03-11,1994-11-17,TraciBeckDDS763@hotmail.com
15264,Shane Villegas,Conservator,111.67,2020-05-29,2021-08-07,1989-07-03,ShaneVillegas30@hotmail.com
15265,Gabriel Osborne,Educator/Guide,104.00,2021-10-10,2022-03-29,1992-06-17,Gabriel_Osborne222@gmail.com
15266,Michael Marshall,Guard,56.54,2018-03-17,2022-02-08,1992-04-27,MichaelMarshall283@gmail.com
15267,Gregory Anderson,Conservator,40.35,2014-01-11,2021-10-17,1977-07-24,Gregory-Anderson168@hotmail.com
15268,Jason Austin,Registrar,89.89,2018-02-08,2019-11-02,1955-07-29,Jason_Austin927@outlook.com
15269,Melody Walters,Curators,97.28,2014-05-22,2014-10-01,1972-03-29,MelodyWalters765@hotmail.com
15270,Carlos Welch,Conservator,69.16,2011-01-05,2021-09-30,1988-02-14,Carlos-Welch373@outlook.com
15271,David Webb,Guard,100.55,2005-05-15,2015-03-16,1980-03-14,David_Webb825@gmail.com
15272,Carolyn Wright,Conservator,90.75,2020-12-13,2021-05-20,1991-04-09,Carolyn-Wright898@walla.com
15273,Christopher Reynolds,Conservator,84.92,2006-09-28,2017-07-29,1971-11-13,ChristopherReynolds389@hotmail.com
15274,Jeffrey Medina,Curators,48.99,2012-10-20,2014-07-27,1974-07-23,Jeffrey-Medina974@gmail.com
15275,David Hill,Cleaner,59.31,1998-07-07,2009-03-20,1971-03-08,DavidHill852@outlook.com
15276,Gabrielle Bell,Registrar,98.08,2005-06-16,2019-11-21,1965-07-02,Gabrielle_Bell676@gmail.com
15277,Michael Horton,Curators,42.88,2008-09-22,2020-01-20,1976-03-31,MichaelHorton1000@walla.com
15278,Denise Becker,Registrar,66.05,2017-12-14,2019-09-21,1986-12-23,Denise-Becker20@hotmail.com
15279,Caitlyn Lewis,Registrar,56.12,2001-05-29,2007-12-30,1980-02-15,CaitlynLewis564@gmail.com
15280,Michelle Johnson,Conservator,38.10,2003-08-22,2014-11-08,1968-11-09,MichelleJohnson674@gmail.com
15281,David Paul,Registrar,94.50,1981-10-31,2022-02-22,1954-07-09,DavidPaul668@gmail.com
15282,Steven Thompson,Educator/Guide,79.59,2019-04-11,2022-02-26,1963-09-12,StevenThompson3@walla.com
15283,Melissa Davis,Archivist,83.08,2021-02-04,2021-07-06,1981-08-17,Melissa_Davis804@walla.com
15284,Megan Smith,Archivist,42.73,2019-12-27,2020-12-28,1960-07-06,Megan-Smith208@gmail.com
15285,Elizabeth James,Exhibit Designer,102.08,2021-12-26,2022-02-25,1989-03-13,Elizabeth-James282@gmail.com
15286,Melissa Martinez,Conservator,65.65,2022-03-26,2022-03-28,2000-05-23,MelissaMartinez816@gmail.com
15287,Christopher Freeman,Curators,44.45,2003-04-23,2006-05-10,1980-05-08,ChristopherFreeman336@gmail.com
15288,Nicholas Sullivan,Educator/Guide,107.10,2018-10-18,2021-12-10,1959-05-15,NicholasSullivan355@gmail.com
15289,Todd Kirby,Guard,76.24,2022-03-27,2022-05-05,1998-12-27,Todd_Kirby820@gmail.com
15290,Gregory Sullivan,Educator/Guide,45.76,2012-01-14,2022-02-10,1974-01-25,Gregory_Sullivan330@gmail.com
15291,Jessica Adams,Registrar,103.57,2017-11-21,2019-04-01,1994-07-03,Jessica-Adams773@gmail.com
15292,Nicholas Guzman,Cleaner,64.43,2011-05-04,2019-05-31,1966-07-19,Nicholas-Guzman288@gmail.com
15293,Douglas Roberts,Guard,66.91,2011-01-17,2012-10-28,1989-01-11,Douglas-Roberts965@hotmail.com
15294,Megan Martinez,Registrar,48.16,2000-04-26,2016-06-09,1974-09-30,Megan-Martinez988@outlook.com
15295,Angela Paul,Guard,51.73,2017-10-27,2019-07-22,1995-10-08,Angela_Paul171@gmail.com
15296,Alfred Taylor MD,Exhibit Designer,40.35,2006-07-04,2012-11-07,1972-04-06,Alfred_Taylor_MD90@hotmail.com
15297,Linda Chung,Conservator,32.34,2012-03-12,2017-04-28,1970-10-19,Linda_Chung519@hotmail.com
15298,Ronald Malone,Educator/Guide,39.52,2014-02-14,2021-06-29,1957-09-30,Ronald-Malone214@gmail.com
15299,Scott Reyes,Archivist,57.33,2014-10-19,2021-10-29,1985-09-06,ScottReyes327@gmail.com
15300,Clifford Brown,Cleaner,58.05,1996-06-03,2011-12-05,1971-09-08,CliffordBrown85@outlook.com
15301,Renee Adams,Conservator,50.51,2021-03-08,2022-04-26,1983-01-18,Renee-Adams385@gmail.com
15302,Jonathan Vega,Guard,102.83,2021-12-18,2022-02-12,1983-07-17,Jonathan-Vega751@outlook.com
15303,David Smith,Registrar,98.03,2005-07-02,2014-12-18,1965-10-12,David-Smith448@gmail.com
15304,Nicole Harrell,Registrar,69.94,2014-11-18,2016-12-11,1979-08-26,NicoleHarrell6@hotmail.com
15305,William Whitaker,Archivist,41.22,1990-06-19,2004-12-31,1954-01-23,WilliamWhitaker758@gmail.com
15306,Duane Barber,Educator/Guide,77.85,2015-12-19,2018-12-14,1994-10-04,Duane_Barber961@walla.com
15307,Christine Smith,Manager,38.29,2003-11-23,2010-10-10,1966-08-23,Christine_Smith730@gmail.com
15308,Bradley Hernandez,Archivist,59.99,2007-12-16,2019-01-09,1973-03-31,Bradley-Hernandez718@outlook.com
15309,Stephen Douglas,Manager,106.07,2022-02-21,2022-03-07,1961-01-06,Stephen-Douglas512@gmail.com
15310,Ryan Hernandez,Archivist,67.62,2002-11-28,2008-03-15,1969-08-14,RyanHernandez454@hotmail.com
15311,Sarah Parker,Curators,65.55,2018-04-29,2021-03-07,1985-02-03,SarahParker219@gmail.com
15312,Cameron Hopkins,Conservator,119.29,2001-07-17,2008-12-18,1977-02-08,Cameron_Hopkins626@hotmail.com
15313,Jeanne Floyd,Archivist,99.34,2017-04-18,2020-03-03,1982-06-25,Jeanne_Floyd19@gmail.com
15314,Amy Terry,Archivist,100.19,2021-10-15,2022-05-01,1971-02-23,Amy_Terry217@outlook.com
15315,Mark Smith,Cleaner,94.06,2019-02-27,2021-01-01,1996-11-16,Mark-Smith85@gmail.com
15316,Scott Conner,Conservator,117.96,2001-07-18,2007-04-15,1964-02-01,Scott-Conner401@hotmail.com
15317,Michael Erickson,Archivist,58.51,2020-01-07,2021-12-27,1994-01-06,MichaelErickson6@gmail.com
15318,Christopher Jenkins,Registrar,99.44,2019-10-16,2020-11-09,1969-08-08,Christopher_Jenkins812@hotmail.com
15319,Craig Gonzalez,Registrar,86.85,2022-04-11,2022-04-11,1988-08-07,CraigGonzalez75@hotmail.com
15320,Jason Green,Manager,89.18,2003-05-20,2013-04-06,1978-02-23,Jason-Green630@outlook.com
15321,Amy Garza,Conservator,118.68,2017-01-22,2020-01-26,1995-03-09,Amy_Garza673@gmail.com
15322,Christopher Jones,Conservator,98.54,2012-11-30,2017-07-19,1988-09-13,Christopher-Jones995@outlook.com
15323,Jordan Perry,Registrar,118.43,2018-11-25,2021-10-03,1994-08-06,JordanPerry3@gmail.com
15324,Bradley Lewis,Educator/Guide,57.35,2011-05-12,2017-06-13,1970-10-11,BradleyLewis805@gmail.com
15325,Fred Davis,Curators,57.47,2017-11-13,2020-03-13,1995-01-17,FredDavis777@gmail.com
15326,Emily Rivera,Manager,116.61,2017-10-15,2020-07-07,1954-05-25,EmilyRivera368@walla.com
15327,Kimberly Buchanan,Manager,62.95,2020-06-21,2020-09-24,1988-12-18,Kimberly-Buchanan387@gmail.com
15328,Tracy Watkins,Manager,50.80,2022-05-01,2022-05-02,2000-10-19,Tracy_Watkins459@outlook.com
15329,Latoya Bowers,Registrar,79.98,2015-04-09,2019-07-29,1973-10-17,Latoya-Bowers909@outlook.com
15330,Gabriel Carey,Archivist,69.23,2020-04-23,2021-05-15,1972-01-05,Gabriel_Carey445@gmail.com
15331,Robert Howard,Cleaner,115.24,2006-01-18,2017-06-01,1972-08-05,Robert-Howard813@hotmail.com
15332,Paul Hopkins,Manager,115.87,1999-05-26,2000-09-05,1974-04-19,Paul-Hopkins933@gmail.com
15333,Vicki Kirk,Cleaner,44.47,2015-08-07,2017-12-14,1987-03-15,VickiKirk728@gmail.com
15334,Jennifer Smith,Cleaner,90.56,2017-02-15,2019-03-19,1996-02-05,Jennifer_Smith168@gmail.com
15335,Spencer Johnson,Guard,45.67,2011-09-08,2014-11-19,1956-03-11,Spencer-Johnson424@outlook.com
15336,Joseph Jefferson,Cleaner,83.96,2021-10-08,2021-12-21,1986-08-20,Joseph_Jefferson428@walla.com
15337,Danielle Fletcher,Cleaner,83.68,2020-05-02,2020-11-11,1997-04-17,Danielle-Fletcher775@outlook.com
15338,Victoria Diaz,Educator/Guide,73.06,2011-07-19,2014-07-02,1969-05-27,Victoria_Diaz99@outlook.com
15339,Andrew Lyons,Registrar,101.01,2006-04-18,2016-03-10,1956-12-19,AndrewLyons325@hotmail.com
15340,Eric Allen,Registrar,68.06,2021-10-04,2022-04-27,1980-06-20,Eric-Allen553@gmail.com
15341,Yvonne Taylor,Archivist,34.23,2022-03-31,2022-05-07,1959-01-21,Yvonne_Taylor683@gmail.com
15342,Michael Burns,Conservator,53.75,2012-11-01,2017-07-15,1990-03-12,MichaelBurns307@outlook.com
15343,Frank Knight,Educator/Guide,42.64,1997-10-17,2013-03-24,1952-06-13,Frank-Knight15@outlook.com
15344,Angela Lozano,Exhibit Designer,69.86,2021-11-25,2022-05-02,1997-08-15,AngelaLozano298@walla.com
15345,Manuel Nixon,Exhibit Designer,64.41,1999-10-12,2020-09-19,1963-02-21,Manuel-Nixon557@gmail.com
15346,Michael Gordon,Curators,48.88,1994-02-02,1996-07-17,1968-01-16,Michael_Gordon209@hotmail.com
15347,Amanda George,Exhibit Designer,58.57,2013-06-22,2013-12-30,1986-04-10,Amanda_George450@gmail.com
15348,Alexis Young,Archivist,95.51,2021-04-15,2021-05-01,1983-09-19,Alexis_Young903@gmail.com
15349,Tiffany Rodriguez,Archivist,109.14,2009-01-14,2017-12-06,1979-05-20,Tiffany-Rodriguez597@walla.com
15350,Tanya Garcia,Curators,80.55,2003-10-25,2013-06-24,1957-08-26,Tanya-Garcia130@outlook.com
15351,Michelle Williams,Guard,46.95,1999-01-19,2020-06-17,1968-11-03,Michelle-Williams630@gmail.com
15352,Erik King,Educator/Guide,50.92,2017-08-08,2019-11-02,1989-02-04,ErikKing828@gmail.com
15353,Jason Williams,Guard,55.24,2018-11-01,2018-12-14,1995-12-30,Jason-Williams639@walla.com
15354,Alexandra Sullivan,Archivist,58.58,2006-09-20,2020-09-27,1975-10-22,Alexandra_Sullivan436@gmail.com
15355,James Grant,Conservator,51.95,2014-01-04,2015-11-29,1979-07-03,James_Grant339@gmail.com
15356,Shelia Burgess,Curators,66.50,2000-04-25,2009-06-12,1974-03-27,Shelia-Burgess54@gmail.com
15357,Leah Taylor,Curators,61.27,2009-01-22,2018-03-26,1987-01-25,Leah-Taylor241@hotmail.com
15358,Joseph Scott,Conservator,83.76,2006-10-20,2014-10-27,1979-05-07,JosephScott510@hotmail.com
15359,Yvonne Garcia,Registrar,64.22,1982-08-05,2002-12-22,1952-09-06,Yvonne_Garcia950@gmail.com
15360,Stacy Hart,Cleaner,52.83,1999-05-29,2011-10-08,1963-07-07,Stacy_Hart761@gmail.com
15361,Andrew Hall,Exhibit Designer,109.21,2012-04-08,2015-10-04,1973-08-17,Andrew_Hall709@gmail.com
15362,Louis Martinez,Conservator,92.04,1998-07-02,2018-12-28,1967-09-11,LouisMartinez336@gmail.com
15363,Ryan Bolton MD,Educator/Guide,82.44,2019-11-18,2020-09-13,1998-01-12,RyanBoltonMD854@gmail.com
15364,Karen Grant,Cleaner,116.46,2013-04-23,2018-10-10,1991-03-02,KarenGrant750@gmail.com
15365,Jeremiah George,Exhibit Designer,40.61,1997-12-26,2019-06-29,1971-12-15,Jeremiah_George825@outlook.com
15366,Joseph Gaines,Curators,33.82,1996-06-09,2013-10-14,1970-01-20,Joseph_Gaines233@outlook.com
15367,Ms. Christie Callahan,Exhibit Designer,54.89,2013-12-18,2014-09-14,1992-10-16,Ms._Christie_Callahan605@hotmail.com
15368,Mrs. Hannah Yang,Manager,52.81,1993-03-07,2018-04-04,1967-12-09,Mrs.-Hannah-Yang789@gmail.com
15369,Justin Torres,Archivist,35.18,1999-09-24,2007-11-10,1968-06-30,JustinTorres732@gmail.com
15370,Christopher Mendoza,Exhibit Designer,110.71,1995-12-06,2015-03-12,1964-02-10,Christopher_Mendoza897@gmail.com
15371,Brittany Acosta,Guard,114.23,2017-11-22,2020-01-23,1984-01-01,BrittanyAcosta482@gmail.com
15372,Adam Williams,Conservator,60.16,2017-05-01,2020-07-06,1990-07-30,Adam_Williams249@outlook.com
15373,Gina Mendoza,Curators,90.08,1999-02-14,2001-11-17,1970-06-18,Gina_Mendoza194@gmail.com
15374,Jessica Decker,Educator/Guide,34.91,2018-07-02,2021-07-15,1981-12-25,Jessica_Decker555@gmail.com
15375,Jackie Townsend MD,Cleaner,96.17,2016-02-24,2021-12-29,1992-09-22,Jackie_Townsend_MD167@outlook.com
15376,Rachael Wilson,Registrar,45.73,2015-11-28,2015-12-16,1994-04-06,Rachael_Wilson632@hotmail.com
15377,Jonathan Shannon,Exhibit Designer,53.82,2014-09-30,2015-07-29,1979-01-30,Jonathan_Shannon352@hotmail.com
15378,Samuel Heath,Curators,99.04,2003-03-12,2020-08-18,1970-11-15,Samuel_Heath479@gmail.com
15379,Dana Mitchell,Manager,36.99,2017-01-13,2017-03-18,1991-10-06,Dana-Mitchell445@gmail.com
15380,Mr. Kenneth Yoder,Archivist,93.92,2013-10-14,2015-11-30,1990-02-23,Mr._Kenneth_Yoder715@gmail.com
15381,Amanda Acosta,Exhibit Designer,50.43,1993-02-02,2008-03-10,1968-09-26,Amanda-Acosta961@outlook.com
15382,David Day,Guard,111.84,2018-05-21,2021-10-14,1993-02-16,DavidDay283@outlook.com
15383,Tara Butler,Curators,94.51,2015-01-01,2016-10-24,1992-12-12,TaraButler269@gmail.com
15384,Joseph Shaw,Exhibit Designer,111.05,2013-08-30,2016-10-20,1977-10-16,JosephShaw359@hotmail.com
15385,Timothy Arellano,Educator/Guide,42.10,2021-09-28,2022-03-27,1992-09-01,Timothy-Arellano391@gmail.com
15386,James Smith,Manager,63.37,1994-11-15,2007-03-26,1973-05-08,James-Smith11@outlook.com
15387,Alan Day,Conservator,113.37,2012-06-11,2015-02-11,1986-02-21,Alan-Day527@outlook.com
15388,Brandi Hunt,Guard,89.55,2012-03-02,2012-05-13,1960-10-11,Brandi-Hunt954@gmail.com
15389,Denise Smith,Manager,96.69,2004-10-06,2018-07-03,1983-02-25,Denise_Smith405@gmail.com
15390,Meagan Chan,Registrar,63.01,1979-05-05,1980-11-24,1958-04-21,MeaganChan967@gmail.com
15391,Kyle Allen,Guard,45.81,2017-08-17,2018-08-01,1979-07-20,KyleAllen439@hotmail.com
15392,Derrick Martin,Guard,68.47,2012-04-06,2021-02-09,1965-05-19,Derrick-Martin281@walla.com
15393,Danny Ray,Curators,44.15,2006-07-01,2019-12-22,1976-01-24,Danny-Ray58@gmail.com
15394,Mackenzie Becker,Cleaner,119.64,2021-09-11,2021-12-12,1999-11-29,Mackenzie-Becker768@gmail.com
15395,Michelle Roy,Cleaner,115.90,2005-03-22,2021-10-10,1982-04-28,Michelle-Roy289@hotmail.com
15396,Emily White,Registrar,86.87,2019-04-08,2020-01-16,1996-10-31,Emily_White593@hotmail.com
15397,Erin Fox,Manager,93.10,2011-05-16,2014-11-26,1958-10-27,Erin_Fox345@gmail.com
15398,Dawn Ferrell,Manager,79.22,2006-03-05,2008-12-01,1963-10-26,Dawn_Ferrell808@gmail.com
15399,Kristin Perry,Exhibit Designer,101.77,2021-05-21,2022-03-06,1984-02-19,KristinPerry775@gmail.com
15400,Nicole Jones,Guard,112.50,2019-06-25,2021-10-12,1964-09-19,Nicole_Jones660@gmail.com
15401,Steven Elliott,Curators,49.87,1998-11-21,2017-07-21,1959-09-28,Steven_Elliott948@gmail.com
15402,Frederick Elliott,Registrar,35.94,2016-12-31,2017-07-30,1984-05-07,FrederickElliott184@gmail.com
15403,Alicia Evans,Educator/Guide,63.48,2003-02-24,2006-03-17,1969-02-21,AliciaEvans75@hotmail.com
15404,Jennifer Johnson,Conservator,63.66,2021-03-25,2022-03-26,1993-04-19,JenniferJohnson342@gmail.com
15405,Michael Taylor,Registrar,117.24,2016-09-11,2018-02-11,1987-05-20,MichaelTaylor598@gmail.com
15406,Felicia Hart,Archivist,86.37,2019-12-06,2022-05-07,1961-06-11,Felicia-Hart129@outlook.com
15407,Peter Nelson,Guard,76.63,2000-03-18,2004-06-29,1959-04-04,PeterNelson770@gmail.com
15408,Jessica Strong,Manager,116.17,2020-09-26,2022-02-22,1981-07-02,Jessica_Strong439@gmail.com
15409,Jill Lyons,Manager,83.76,2012-09-07,2016-02-26,1985-02-10,Jill_Lyons448@hotmail.com
15410,Joshua Duarte,Cleaner,35.01,2012-01-08,2015-05-19,1980-03-06,Joshua-Duarte800@hotmail.com
15411,John Carey,Manager,64.79,2021-03-27,2021-08-01,1997-02-08,JohnCarey723@gmail.com
15412,Kimberly Johnson,Educator/Guide,98.02,2002-01-26,2009-04-06,1980-02-21,KimberlyJohnson605@hotmail.com
15413,Shane Butler,Conservator,68.23,2013-10-31,2016-02-14,1953-06-22,Shane_Butler760@gmail.com
15414,Alexander Holder,Manager,86.94,2016-11-11,2018-02-09,1988-11-02,AlexanderHolder909@gmail.com
15415,Joseph Cruz,Cleaner,119.99,2019-11-06,2022-04-06,1998-05-13,Joseph-Cruz413@gmail.com
15416,Rachel Brown,Guard,53.93,2019-03-07,2021-11-07,1991-01-08,Rachel-Brown361@walla.com
15417,Matthew Stuart,Registrar,57.90,2017-11-05,2018-03-29,1963-07-29,MatthewStuart463@gmail.com
15418,Jay Kelly,Educator/Guide,109.65,2008-07-22,2021-02-01,1981-06-18,Jay_Kelly912@gmail.com
15419,David Blake,Archivist,37.88,2021-05-28,2021-11-15,1992-03-15,David-Blake721@gmail.com
15420,Robert Kennedy,Archivist,77.05,2011-01-29,2012-12-18,1973-09-19,Robert_Kennedy136@gmail.com
15421,Dr. Sara Underwood MD,Archivist,119.92,1994-12-13,2004-11-24,1962-04-07,Dr._Sara_Underwood_MD75@gmail.com
15422,Chloe Davis,Manager,42.31,1998-12-23,2006-09-09,1976-09-25,Chloe_Davis626@gmail.com
15423,Steven Christian,Curators,118.47,2019-10-29,2021-02-18,1989-01-20,Steven_Christian798@gmail.com
15424,Heather Cole,Manager,108.82,2019-04-04,2021-01-11,1960-03-17,Heather_Cole476@outlook.com
15425,Karen Bullock,Educator/Guide,68.72,2017-06-08,2020-12-03,1995-01-25,KarenBullock279@gmail.com
15426,Mrs. Heather Lee MD,Curators,57.57,1993-11-03,2007-12-31,1967-05-07,Mrs._Heather_Lee_MD870@outlook.com
15427,Tina Michael,Conservator,74.14,2009-01-14,2022-01-11,1975-09-20,Tina_Michael814@outlook.com
15428,Jacob Williams,Cleaner,30.14,2020-06-04,2020-06-17,1993-08-17,Jacob_Williams472@outlook.com
15429,Linda Adams,Cleaner,43.30,1997-02-21,2019-03-09,1956-08-08,Linda_Adams71@outlook.com
15430,Robert Jackson,Conservator,38.73,2018-06-18,2021-06-26,1996-12-10,Robert-Jackson227@walla.com
15431,Billy Wilson,Curators,68.95,2006-08-24,2008-07-29,1966-07-30,Billy_Wilson351@outlook.com
15432,Thomas Boyd,Guard,56.48,2007-07-17,2008-02-05,1985-08-12,Thomas_Boyd708@outlook.com
15433,David Turner,Archivist,48.32,2014-07-29,2020-11-20,1990-02-12,DavidTurner101@gmail.com
15434,Carl Coleman,Manager,38.45,1978-02-01,1982-06-10,1956-01-10,CarlColeman822@gmail.com
15435,Jennifer Fisher,Curators,34.01,1987-12-08,2014-07-08,1960-11-04,JenniferFisher695@hotmail.com
15436,Dylan Kline,Archivist,66.68,2016-06-14,2016-07-27,1971-01-12,Dylan-Kline532@hotmail.com
15437,Rachel Rivera,Exhibit Designer,104.84,2021-03-17,2021-07-01,1981-10-31,RachelRivera590@hotmail.com
15438,Cynthia Massey,Educator/Guide,97.46,1997-09-03,2002-06-03,1971-11-05,CynthiaMassey310@gmail.com
15439,Eric Lane,Archivist,79.68,1995-08-31,1995-10-01,1970-08-08,Eric_Lane853@hotmail.com
15440,April Sanders,Cleaner,94.46,2014-05-26,2017-08-06,1970-06-10,April-Sanders424@outlook.com
15441,Carlos Aguirre,Educator/Guide,53.96,1996-08-20,1999-05-15,1975-01-03,Carlos_Aguirre383@gmail.com
15442,Gregory Edwards,Conservator,48.83,2008-08-10,2015-03-05,1977-04-10,Gregory-Edwards142@gmail.com
15443,Cheryl Page,Cleaner,94.78,2019-12-04,2020-10-15,1989-03-17,Cheryl-Page176@gmail.com
15444,Seth Mcmillan,Curators,97.75,2008-08-31,2017-11-10,1987-07-08,Seth-Mcmillan447@gmail.com
15445,Rebecca Green,Guard,56.18,2016-06-12,2017-11-12,1987-01-14,Rebecca_Green680@gmail.com
15446,Sarah Diaz,Cleaner,45.91,1978-02-04,1990-09-28,1953-02-28,Sarah-Diaz250@outlook.com
15447,Lindsey Alvarado,Educator/Guide,103.27,2019-12-30,2021-01-28,1997-08-12,Lindsey-Alvarado300@gmail.com
15448,Randall Ruiz,Exhibit Designer,117.75,2006-01-10,2014-02-14,1969-09-15,RandallRuiz131@outlook.com
15449,Michael Matthews,Educator/Guide,80.20,2016-02-27,2020-05-24,1974-03-04,Michael-Matthews829@gmail.com
15450,Stephen Taylor,Registrar,51.53,2021-05-16,2022-03-14,1999-10-14,Stephen-Taylor338@outlook.com
15451,Anna Curtis,Curators,111.91,1985-06-25,2004-03-26,1960-05-19,AnnaCurtis753@walla.com
15452,Jonathan Smith,Conservator,30.70,2008-07-01,2010-07-24,1984-05-07,JonathanSmith381@outlook.com
15453,Pamela Mullen,Archivist,66.81,2004-09-14,2009-09-11,1982-01-07,Pamela-Mullen757@gmail.com
15454,Michelle Hall,Archivist,102.01,2010-04-11,2016-10-10,1967-02-24,Michelle_Hall242@outlook.com
15455,James Rodriguez,Exhibit Designer,43.10,1998-03-28,2005-07-16,1969-11-27,James_Rodriguez851@gmail.com
15456,Tammy Williams,Curators,64.00,2020-04-16,2021-04-30,1995-05-11,TammyWilliams574@gmail.com
15457,Jeffrey Jones,Cleaner,54.82,2017-05-09,2018-05-21,1980-09-29,JeffreyJones70@outlook.com
15458,Bryan Santiago,Registrar,85.62,2021-08-06,2022-01-20,1991-06-17,Bryan_Santiago848@gmail.com
